ptb_rate,seed,degree_centrality,degree_centrality_train,degree_centrality_val,degree_centrality_test,pagerank,pagerank_train,pagerank_val,pagerank_test
0.05,42.0,0.00040054673192325605,0.0005170871844405209,0.0005375939217906022,0.0005302740707692275,4.972403162448411e-05,5.3904804801371424e-05,5.4338278168076396e-05,5.4569226226808315e-05
0.05,0.0,0.00040054673192325605,0.000519545503485523,0.0005347310692318656,0.0005475239501797925,4.972403162448411e-05,5.425502502292052e-05,5.376576594108588e-05,5.514353433850892e-05
0.05,1.0,0.00040054673192325605,0.0005205101603259669,0.0005293165437403418,0.0005477667926626273,4.972403162448411e-05,5.3972871585297016e-05,5.4353315648773544e-05,5.5140675022445117e-05
0.05,2.0,0.00040054673192325605,0.0005372827421646527,0.0005223461201190698,0.0005015179669711324,4.972403162448411e-05,5.4265498630078135e-05,5.451867254992162e-05,5.369846949717693e-05
0.05,100.0,0.00040054673192325605,0.0005304367903937604,0.0005161847635252669,0.0005233174064385013,4.972403162448411e-05,5.418978515666742e-05,5.407348082096238e-05,5.426691722395221e-05
0.1,42.0,0.00040054673192325605,0.0005170871844405209,0.0005375939217906022,0.0005302740707692275,4.972403162448411e-05,5.3904804801371424e-05,5.4338278168076396e-05,5.4569226226808315e-05
0.1,0.0,0.00040054673192325605,0.000519545503485523,0.0005347310692318656,0.0005475239501797925,4.972403162448411e-05,5.425502502292052e-05,5.376576594108588e-05,5.514353433850892e-05
0.1,1.0,0.00040054673192325605,0.0005205101603259669,0.0005293165437403418,0.0005477667926626273,4.972403162448411e-05,5.3972871585297016e-05,5.4353315648773544e-05,5.5140675022445117e-05
0.1,2.0,0.00040054673192325605,0.0005372827421646527,0.0005223461201190698,0.0005015179669711324,4.972403162448411e-05,5.4265498630078135e-05,5.451867254992162e-05,5.369846949717693e-05
0.1,100.0,0.00040054673192325605,0.0005304367903937604,0.0005161847635252669,0.0005233174064385013,4.972403162448411e-05,5.418978515666742e-05,5.407348082096238e-05,5.426691722395221e-05
0.15,42.0,0.00043395653377855336,0.0005535574366018189,0.0005753711283808888,0.0005689265783373459,4.972403162448411e-05,5.456484018531971e-05,5.5076198270563344e-05,5.536841269520316e-05
0.15,0.0,0.00043395653377855336,0.0005571048843376449,0.000571761444719873,0.0005845792466913773,4.972403162448411e-05,5.4995510367419866e-05,5.451192904634807e-05,5.5697584902784625e-05
0.15,1.0,0.00043395653377855336,0.0005573227100758096,0.000566595862929109,0.0005855323560063305,4.972403162448411e-05,5.465024115399169e-05,5.5055930470191375e-05,5.5836336365471526e-05
0.15,2.0,0.00043395653377855336,0.0005748732409793694,0.0005598121470834068,0.0005388128451411971,4.972403162448411e-05,5.501546618122627e-05,5.5229220450053864e-05,5.45266174112141e-05
0.15,100.0,0.00043395653377855336,0.0005676227556947427,0.0005524683079109952,0.0005616932955700171,4.972403162448411e-05,5.484294810168599e-05,5.467535955706327e-05,5.521758513030178e-05
0.2,42.0,0.00043395653377855336,0.0005535574366018189,0.0005753711283808888,0.0005689265783373459,4.972403162448411e-05,5.456484018531971e-05,5.5076198270563344e-05,5.536841269520316e-05
0.2,0.0,0.00043395653377855336,0.0005571048843376449,0.000571761444719873,0.0005845792466913773,4.972403162448411e-05,5.4995510367419866e-05,5.451192904634807e-05,5.5697584902784625e-05
0.2,1.0,0.00043395653377855336,0.0005573227100758096,0.000566595862929109,0.0005855323560063305,4.972403162448411e-05,5.465024115399169e-05,5.5055930470191375e-05,5.5836336365471526e-05
0.2,2.0,0.00043395653377855336,0.0005748732409793694,0.0005598121470834068,0.0005388128451411971,4.972403162448411e-05,5.501546618122627e-05,5.5229220450053864e-05,5.45266174112141e-05
0.2,100.0,0.00043395653377855336,0.0005676227556947427,0.0005524683079109952,0.0005616932955700171,4.972403162448411e-05,5.484294810168599e-05,5.467535955706327e-05,5.521758513030178e-05
0.25,42.0,0.0004661102536813277,0.0005771137342862068,0.0005970292303469839,0.0005920328982885352,4.972403162448411e-05,5.2955686990623606e-05,5.33530244561112e-05,5.356136760271087e-05
0.25,0.0,0.0004661102536813277,0.0005799765868449436,0.0005950376807409062,0.0006073661244312597,4.972403162448411e-05,5.3258316391337484e-05,5.294056940487098e-05,5.38816017373179e-05
0.25,1.0,0.0004661102536813277,0.0005808478897976026,0.0005891875037730529,0.0006076822465304964,4.972403162448411e-05,5.307234280498406e-05,5.330593061844836e-05,5.386208828621057e-05
0.25,2.0,0.0004661102536813277,0.0005975271177485034,0.0005824660238525406,0.0005620403569839567,4.972403162448411e-05,5.328297053661573e-05,5.3458467091204835e-05,5.290685599439091e-05
0.25,100.0,0.0004661102536813277,0.000590898991715776,0.0005749354769045593,0.0005845026268566362,4.972403162448411e-05,5.322528554330309e-05,5.2979685537004295e-05,5.3407821514176813e-05
0.3,42.0,0.0004661102536813277,0.0005771137342862068,0.0005970292303469839,0.0005920328982885352,4.972403162448411e-05,5.2955686990623606e-05,5.33530244561112e-05,5.356136760271087e-05
0.3,0.0,0.0004661102536813277,0.0005799765868449436,0.0005950376807409062,0.0006073661244312597,4.972403162448411e-05,5.3258316391337484e-05,5.294056940487098e-05,5.38816017373179e-05
0.3,1.0,0.0004661102536813277,0.0005808478897976026,0.0005891875037730529,0.0006076822465304964,4.972403162448411e-05,5.307234280498406e-05,5.330593061844836e-05,5.386208828621057e-05
0.3,2.0,0.0004661102536813277,0.0005975271177485034,0.0005824660238525406,0.0005620403569839567,4.972403162448411e-05,5.328297053661573e-05,5.3458467091204835e-05,5.290685599439091e-05
0.3,100.0,0.0004661102536813277,0.000590898991715776,0.0005749354769045593,0.0005845026268566362,4.972403162448411e-05,5.322528554330309e-05,5.2979685537004295e-05,5.3407821514176813e-05
